T1d,T2d,T3d,T4d,T5d,T6d,T7d,T8d,T9d,T10d
42.96217483,52.7481659,68.4083593,84.05709703,97.38428687,106.8223866,114.2188402,117.2045411,120.0481443,131.0343791
5.607610172,10.36404986,15.59057688,22.03804224,38.15207533,55.70516978,61.32693884,67.77289204,74.19371464,78.13427097
68.11278467,125.2346033,155.46029230000005,186.6969837,231.5879983,300.8832467,356.3922767,395.813235,445.2143817,483.17016
87.67518741,230.9971822,327.9736121,378.6123222,400.38182,416.7908799,463.3650372,512.9777243999998,533.4053729,600.687096
7.422314592999999,38.38808779,46.53803474,51.04302266,52.32614983,53.33481716,57.11373458,67.85262366,72.35385472,74.02111755
67.93505159,119.4491523,150.1202715,164.90009980000005,171.586346,187.0012315,192.23649440000003,204.529885,228.8494347,263.7767268
4.538827018,5.361276437,8.421324331000001,14.66205819,14.92298879,17.19455246,26.42061669,100.3447518,110.4810797,111.2214554
69.42963251,79.59200093,95.97390297,110.2297307,136.46253230000002,154.0487891,174.1660324,186.6438226,193.6927184,195.5067776
74.52421941,87.10688635,87.50150392,88.22158361,90.119673,91.29688538,93.66587098,100.3726533,100.5185515,101.2540546
3.61904226,5.961176063,9.459141395,13.09527001,15.92483446,24.32971241,40.4025835,51.52439719,57.60418086,60.79714143
145.4343733,182.1210293,200.876968,229.5788117,252.7773857,269.4557753,302.482433,329.191593,359.1993767,399.1796333
17.89307747,30.58372387,40.49767877,54.51531536,62.08345905,72.7274678,82.44167763,99.07757617,124.4521068,149.4669052
129.0183697,194.9889238,207.5820069,229.5480456,233.1151735,235.0606228,235.9619583,237.4578702,244.28007090000003,248.1626364
44.54340145,78.22063079,117.2579031,150.70678840000005,166.9321699,175.3838967,192.0842578,201.3731159,209.8883142,224.4266775
19.24497491,31.90687858,37.98592049,42.08296985,43.76192773,46.07477777,48.7375921,59.33272797,65.03072196,68.94251661
8.654215227,20.77380616,21.70015945,21.8401336,23.47171865,23.82537731,24.51659811,25.21354961,27.71791733,29.10925008
9.233083111,33.19889634,43.30490845,49.9217381,61.72940245,74.7929901,81.57156386,84.10289945,88.57520502,107.147997
10.57636503,24.48297561,24.96760761,25.31409432,25.57611937,28.33418856,41.71760648,46.8543652,64.68004729,78.62082662
27.63690817,49.76452694,92.69622136,112.7488459,123.5879602,131.827821,139.5444522,153.1776504,161.51350349999996,176.87365459999995
0.011300292,0.106277229,0.285720926,4.354985197,11.85931847,12.4160395,12.60164869,13.18567155,17.2160264,32.67175289
38.500448,47.26751943,52.13201732,58.53102478,63.11021053,75.99976187,96.02057553,113.8486897,124.9570674,136.310322
10.79175222,21.55277496,25.74672998,25.74672998,25.74672998,25.74672998,25.75100892,25.75616073,25.7972483,25.85387214
109.5347833,276.4453267,412.1006713,521.4083147,594.2122383,645.667915,709.0630513,772.6791727000002,823.8310002999998,874.7908487
10.24454117,20.67335157,21.71315004,22.22924943,22.6804195,25.55380099,76.56638995,177.6327966,208.4997249,215.3337748
48.04078533,101.945425,118.1999827,133.0037287,140.8975355,144.6653248,162.9904345,182.9065131,190.0018416,192.8738777
10.04523184,20.17590632,33.38652585,42.69597499,48.12011483,61.57198393,65.61346118,67.91226568,71.92748859,76.22540919
18.70600136,48.50738975,92.86624885,123.4871246,151.12734780000005,177.1685978,210.6830817,253.5175422,286.3229267,301.7704714
49.85553122,55.58943435,59.7214142,66.98027623,81.80314989,104.8679274,122.3682373,131.6751913,153.6602304,167.90243180000004
39.15884557,77.31060209,92.08759523,100.5645485,107.6427267,122.41296640000002,127.458187,145.5264035,156.27704269999995,169.26763830000004
20.21431363,37.13654714,45.96232403,58.23089315,77.05357774,92.33438124,105.6386551,115.3740782,129.1918479,154.34169599999996
11.13980529,25.26454486,46.9426704,87.52111187,117.6436716,118.7531098,120.7049009,121.5280019,122.4025558,123.227577
13.69898561,28.61500614,35.09371516,36.41235439,39.04521348,52.04766432,86.50814301,101.2961728,109.6287051,116.6122823
3.941325655,27.89687739,47.0623195,48.9526309,50.75477312,50.93900923,51.12783579999999,52.43503446,55.15189291,55.62624405
8.328199054,18.12657248,22.34071992,28.09726371,31.71713613,37.72420782,40.50887296,41.78178105,43.36187588,45.69702134
19.77649921,26.66848774,35.19603952,38.93913724,40.0492795,40.61002489,42.03225732,42.52013052,42.9382794,43.63481818
0.0,0.012241848,0.012241848,0.012241848,0.012241848,0.012241848,0.012241848,0.012241848,0.012241848,0.012241848
14.35675002,33.83901262,54.4653919,62.25430177,72.8111928,81.8175218,86.67061452,91.65223959,117.8304618,150.08692219999998
9.903268729,32.66430428,43.24670694,43.86644585,44.67997378,45.37662176,45.85739815,47.19979461,49.8861276,50.95273929
56.09905102,110.513045,139.82983069999997,181.4062408,215.21238280000003,239.5537792,261.7403377,285.4517069,300.0399316999999,311.7243363
26.29482303,86.61156757,109.4321901,124.3613471,132.6793743,141.1734743,145.522697,145.72851,145.8115422,145.9265835
34.38072165,45.40479172,64.56359033,81.38476067,140.13496999999998,159.0229139,165.8140188,182.2054112,206.0834147,213.2502098
27.46956327,32.30029524,33.93444228,35.1791183,39.37845428,42.12330598,46.63892398,67.33046033,93.33681505,117.9483553
156.64680880000003,263.2470403,329.4558456000001,370.5989846000001,393.9876835,403.8312418,406.6300049,408.3327835,412.1647345,413.3497664
31.1168224,49.25951803,60.74896041,70.06699604,76.98073561,78.99894379999998,82.25311542,84.24411245,95.73016717,121.115949
50.49048719,103.3385815,146.36678740000005,202.3205171,246.4717179,311.8737179,350.771609,378.2588403,405.1813772,453.7666796
7.001108447999999,22.21368083,22.58214185,23.46737267,27.19676154,41.36083226,50.32017402,61.49239675,67.29699407,77.57924135
24.48159358,27.56894726,27.97517855,29.12447083,32.53097808,37.4450833,46.77636531,50.89983414,54.42407818,60.05990789
26.22111576,38.07086497,39.19202019,40.15213209,41.41291642,43.33954036,48.84135133,63.80794366,88.77228775,101.1263058
34.45611298,39.53255798,43.3640054,45.01561768,49.72613903,51.517786,58.19171511,65.63807182,80.74093188,92.10484993
3.510815558,7.071851972999999,15.95635646,31.79086031,48.49774675,65.50591205,83.72878618,91.40031638,113.6063938,152.9332334
7.92768371,15.33350451,17.48937581,20.96987558,22.37030481,27.16596158,34.54088529,43.93313877,52.13805604,56.98883352
6.780684615,14.62325706,24.95611544,33.63449553,37.81697194,42.49171269,44.83736863,47.05568976,50.09834029,51.94425525
66.4741098,74.32141233,75.35768852,75.57508714,76.34003955,78.66771281,81.11345756,84.85172653,93.12820111,103.6490875
7.930662805,12.2577006,28.492862,36.82106105,46.61943448,50.83358192,56.59012571,60.20999813,66.21706982,69.00173496
4.759878178,17.01079024,24.35170596,28.25638169,30.33598136,34.30946524,40.72659247,46.49224847,49.9588504,61.95932088
22.966807,48.62156499,66.56195571,81.70608035,94.41124039,134.15493329999998,136.4195321,143.4293399,150.69486719999998,152.69535530000005
63.91727867,84.06076717,119.8790337,132.255356,137.29077080000002,173.6793063,216.2041306,239.709388,269.92832180000005,283.889644
0.718636079,1.267427344,2.851474746,15.14521241,32.53680509,43.47860052,51.27015853,58.20351741,62.02475708,65.10464034
7.9089173389999985,22.13435891,30.04863291,31.10882932,31.31582173,36.70272274,49.75680903,54.90400657,67.44677552,75.43370507
90.01704104,173.14315969999996,220.8411082,255.0756338,295.3447449,362.0815522,408.6073949,442.2199134,477.0945732,527.5511463
14.97743697,44.79345397,53.94723555,57.09788085,65.71653451,74.04979055,78.79783329,83.42935279,116.1722882,139.7476371
18.72669902,34.63801033,48.47474066,73.17961273,100.9311566,166.0859305,206.0352918,236.6439134,325.5756048,341.5860805000001
2.661248572,28.18537099,30.97155843,34.2054468,38.04217145,42.10821578,50.079699700000006,54.36112169,58.33126332,65.94969433
76.31136617,80.98295034,86.37357229,106.05572990000002,125.7708858,140.09810269999997,163.1153853,169.9535541,173.61702780000005,185.4519327
125.3051928,143.8122015,150.1198233,158.843147,173.7937255,199.66919,221.8426777,233.6948646,242.1843441,251.7362796
28.86486146,50.04825549,61.16867128,65.44164157,73.02320242,87.11065208,94.33863726,105.9811979,115.4946471,129.8015244
9.216964938,18.03351789,24.72234092,26.69581461,28.79280103,40.25092757,57.53003324,65.84892573,67.71135169,80.08761332
40.12004667,59.05858558,84.64788258,105.9686977,125.8023421,145.4713276,176.11645159999995,193.6112834,238.9935883,324.3637193
177.4383,357.2855733,466.7054133,535.2607937,561.0066813,644.618505,699.140674,774.5646472999998,897.621584,1069.4278470000004
125.1055,166.5589087,228.9444887,251.9137662,300.4759322,344.0757878,360.3470908000001,381.7262462,434.8222853,458.318937
7.130758003,9.55835355,9.968263618,17.43106064,33.77741118,57.28356826,76.03231179,79.92285434,82.93522757,92.77654579
19.52533857,27.17668671,34.83798789,42.9707572,58.67336256,68.92205759,75.30907317,84.12849233,104.8512717,110.9351044
49.55175491,81.02685797,98.92035591,135.3757065,147.84108899999995,154.42094519999995,156.9683908,157.55510080000005,158.42137309999995,159.00304509999995
17.34771483,40.10429083,79.84677217,104.461372,141.3881357,166.42847969999997,190.2926083,209.2721097,229.3362593,251.127816
33.02923687,68.39167663,84.02572872,97.61581291,121.3208023,189.1627541,213.9326517,226.514546,238.7451456,248.4425094
60.14851955,101.4890554,115.18600320000002,119.8015329,121.5961947,130.7923004,152.9033351,172.1412093,199.6147112,209.7476772
11.38917644,26.10728474,34.46561834,44.98843834,53.31538264,57.71056526,58.65024471,78.06509771,82.85229695,82.90221044
79.437304,116.161982,136.446186,156.94373000000004,173.0575053,180.8262519,196.2669732,220.47661090000005,245.9766186,249.6391458
58.02897217,93.4176245,187.5095003,224.1183173,237.0589588,247.6177828,261.1570701,285.0745426000001,293.9510472,300.5893536000001
3.69210132,7.758122631,16.93877547,35.76483207,44.09575091,107.7187616,206.0448109,253.34732140000003,284.1067624,329.0607044
11.02414985,12.01127766,12.1897727,12.79915017,16.49932519,27.98483981,39.11669929,46.98393882,54.38210941,71.0244183
41.34041045,81.74163785,93.58230236,106.8533082,111.7891773,112.7511681,113.8212523,116.3166231,117.257089,118.0227601
63.52266758,77.55670425,92.30102271,107.5185024,112.51797720000002,115.7753444,119.89000459999998,124.9191601,129.31141019999998,133.3398528
70.46298926,144.6464573,185.889588,215.5076995,234.3220605,292.7273370000001,339.5804036,378.2167237,478.0730795,548.5820570000002
13.03313356,27.39100034,36.31601,38.07695649,38.84302564,48.32180781,105.42875,155.44976169999995,184.4893062,210.3870985
32.04698412,56.2562765,91.53882088,140.31795830000002,155.6606343,170.1608433,184.3690408,203.7691156,245.5189927,258.4721503
13.42313544,29.2214342,42.54096942,69.10842928,85.33932152,88.58037051,89.05671945,89.10824824,89.16646495,89.29339168
1.2349255,1.46180726,2.01370796,2.42541789,2.58792411,2.58792411,2.70668146,2.82743413,2.829846578,2.842754477
19.42709413,77.35669592,99.75007359,104.4919792,115.6140525,135.6268566,151.3096761,161.17513369999998,163.9433889,171.20951530000005
5.036651639,13.640622699999998,17.31733476,19.57001937,32.5074765,41.46882247,47.96157169,53.21801354,76.73313776,96.90215225
2.402493128,5.517722223,11.71340241,18.83399948,21.51651622,23.55173324,25.45758517,26.40837162,28.64649478,29.67182664
25.61510756,32.00517235,33.15850585,34.63898249,37.03916062,37.67447863,37.78698186,37.98465036,40.71901785,49.51198975
68.07405567,108.3015847,132.4258923,158.131282,174.1398997,209.843933,265.8672963,317.956432,403.233272,445.0974233
12.61374396,45.17769252,72.52808529,86.83114557,92.15576105,99.50501865,108.60162859999998,118.7835663,127.4189778,137.7837
13.97028543,24.7006532,33.609433700000004,37.4334587,41.38602299,50.87199492,56.25954153,57.99075828,58.45805783,59.91027932
37.44063376,79.12462309,86.5911777,90.01871818,92.70203253,94.03754158,103.8304678,112.1382732,112.523483,112.9832862
127.9142111,243.4333096,371.1000173,495.6045936,578.4186022999999,620.810358,649.2055330000002,657.6987378,670.4132390999998,689.2637881
0.8623687590000001,2.69508921,2.9614517639999995,3.008473657,3.035347588,3.11837006,3.2413022760000003,3.280379809,3.450255504,3.755680775
3.959907054,10.44469788,18.50196353,26.5286439,35.98711805,45.92822482,64.60943375,86.76095004,98.58748976,109.4796953
86.74433736,149.1194259,169.712702,183.9267796,195.6234777,225.2241753,265.5307483,331.4591662,355.5928448,363.1621702
32.71169335,51.62448453,59.65019451,64.86497784,76.73539445,157.4117328,207.267264,213.0011671,217.133147,224.392009
20.95866111,37.62613846,108.7592455,133.12675359999997,153.79739890000005,174.8823748,191.4290206,203.0081776,220.7531157,232.9282559
19.69696385,46.86402404,68.08958921,82.43393916,86.58475268,92.58251668,107.8537322,117.37771370000002,123.846957,129.35015959999998
77.00760767,240.274861,460.14453770000006,644.4869443,838.467471,1004.310494,1098.7546109999996,1157.427583,1189.243772,1202.587269
9.493353431,26.99122453,43.99026111,56.72168052,63.80197178,66.4952819,74.71815184,78.952527,81.78455645,91.96563464
33.88149971,51.77835114,61.11306217,73.50441974,105.8895913,122.4547125,146.0245173,154.1419995,163.74352009999996,186.9444299
3.563940267,11.57709408,15.5975951,55.77499649,158.75870849999995,188.3588227,189.5171662,192.89065180000003,200.6777039,266.7484341
20.74135306,29.75263488,39.57301955,48.1844662,54.29390053,57.04303270000001,60.41347167,65.33892399,69.20427814,88.46408551
19.1117425,43.78287158,55.18259186,109.8943017,150.58765380000003,170.3201444,183.5975071,206.1877985,216.1723131,222.2656802
29.18343514,38.69901111,50.02317026,56.2860608,80.52147037,104.5469855,137.4481021,166.3723132,188.1485422,200.0592979
9.0613958,10.50915635,11.94050411,15.99544682,17.38584456,17.4573295,20.48628731,29.16619889,32.33051353,32.60149138
78.873448,165.1750047,176.50276340000005,192.2284477,207.0332819,212.878958,215.8752389,215.8836374,219.1689346,228.7498356
24.01293183,44.55292133,72.78542083,85.59476417,97.20982133,126.4627077,138.6266198,207.8528038,256.1917777,269.7130012
44.51695073,54.14960938,73.14219609999998,80.05255344,94.87379283,104.737266,110.83451979999998,115.7441972,122.6424443,134.3246842
13.26005988,24.52726718,38.06987261,61.28542549,96.37391799,138.16763469999998,155.46173019999995,171.5921767,192.9440779,258.4776167
81.38788917,117.7436003,139.88976019999998,157.1561027,166.4693261,190.635951,220.50421430000003,234.7285335,260.07989580000003,285.9402588
8.511774289,50.45508157,85.7310375,104.8465036,113.26065520000002,115.1442615,116.61953429999998,118.5090336,121.7008935,124.5717779
89.23789083,127.1212143,168.6239611,219.9033244,251.8793284,301.1253418,347.4052817,374.363015,383.0893104,393.5575616
22.455927,68.66743682,99.7844869,103.8179911,106.346802,111.2105541,115.9446847,122.4978689,132.5352789,147.27436369999995
167.9067567,317.1540117,425.8901167,459.587346,491.4357957,544.5896422999998,656.0002157,730.160242,764.8648562999998,785.4998682999999
79.18183962,97.79944923,101.2040343,102.0435337,102.1901151,102.3178406,106.9488951,157.64109150000004,271.2759148,301.4712854
6.736294557000001,8.276329234,20.64042888,35.94323473,50.68261588,74.95723516,81.15726876,81.9267158,84.22492416,88.51582784
50.4133118,82.46674257,124.8593757,151.8706617,185.0069608,211.38781380000003,236.612787,260.9428972,283.3757932,322.3357366
73.931881,166.78477619999995,294.6484998,361.7707633,380.3655977,408.6656855,428.6821763,466.7175005,484.2670875,499.0241742
34.39081932,60.53929445,72.51225069,81.14359908,86.15801127,105.4228062,118.4477379,130.26352250000002,150.05501999999996,167.9204642
26.99291233,49.38366426,51.80329899,58.10622578,69.47823556,77.66133654,94.7911235,121.6908501,129.87341429999998,139.2995043
41.85506636,87.41097066,104.997151,122.5428537,145.2015163,191.8245347,277.4499329,306.4951578,316.54592139999994,331.6855113
19.9609853,33.68326153,39.71308126,45.71060921,52.50209649999999,61.40477404,68.59940972,78.28222623,87.57753436,93.6481703
0.472433642,0.649765049,0.692246258,0.745826612,0.871058245,0.977410782,3.73987988,4.332633602,5.10958821,5.10958821
73.78886425,116.4543548,123.7433844,146.1109498,170.7896585,177.09643300000005,185.9093307,195.7361845,262.0141119,292.1115796
26.03977633,47.95486483,89.42012017,129.5401668,148.47870580000003,174.06800280000004,195.3888179,215.2224622,234.8914478,265.53657180000005
6.826537709,38.09629576,72.69055025,92.31258137,97.52282192,106.8677943,125.7800289,136.3338895,146.4398204,158.28628930000005
60.08923745,126.8069983,176.18768290000003,232.8404781,283.2201091,330.32081560000006,385.5433084,434.51093770000006,452.7523986000001,506.286325
4.275606507,28.32181459,55.09420968,62.17754299,70.64222174,76.99764735,88.84750378,132.6800631,139.2879273,146.0470419
32.05983865,46.10259657,47.26010981,48.17103565,56.36606826,62.33599026,72.93525340000002,84.56428642,104.7308042,109.0388512
151.2034875,218.7556085,251.6476746,304.1645443999999,317.0876816,326.8309283000001,339.9467184,348.5055628,356.503053,375.2785517
76.202845,125.7367812,159.386534,165.95309440000003,178.82339840000003,200.4974114,203.7639984,208.8038597,231.7834199,302.5763391000001
6.054822287,47.3741995,104.6831186,109.1608818,109.3816755,110.8799839,129.1581942,140.12680840000002,145.9642977,148.51360369999998
101.8553443,176.88036530000005,206.8435465,248.7573357,324.4110137,365.8948092,379.9562912,403.5329552,421.0925082,445.5924693
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67.16936056,97.78577207,113.8567412,136.70605680000003,147.63165619999995,151.2861349,151.75044599999995,152.1948748,153.3570833,161.3249469
